pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
628, Hisuian Braviary, h, Battle Cry, Psychic, Flying, Keen Eye, Sheer Force, Tinted Lens, 1.7, 43.4, 60, 70, 179, 100, 20, Slow, Flying, , 110, 83, 70, 112, 70, 65
629, Vullaby, , Diapered, Dark, Flying, Big Pecks, Overcoat, Weak Armor, 0.5, 9, 190, 35, 74, 0, 20, Slow, Flying, , 70, 55, 75, 45, 65, 60
630, Mandibuzz, , Bone Vulture, Dark, Flying, Big Pecks, Overcoat, Weak Armor, 1.2, 39.5, 60, 35, 179, 0, 20, Slow, Flying, , 110, 65, 105, 55, 95, 80
631, Heatmor, , Anteater, Fire, , Gluttony, Flash Fire, White Smoke, 1.4, 58, 90, 70, 169, 50, 20, Medium Fast, Field, , 85, 97, 66, 105, 66, 65
632, Durant, , Iron Ant, Bug, Steel, Swarm, Hustle, Truant, 0.3, 33, 90, 70, 169, 50, 20, Medium Fast, Bug, , 58, 109, 112, 48, 48, 109
633, Deino, , Irate, Dark, Dragon, Hustle, , , 0.8, 17.3, 45, 35, 60, 50, 40, Slow, Dragon, , 52, 65, 50, 45, 50, 38
634, Zweilous, , Hostile, Dark, Dragon, Hustle, , , 1.4, 50, 45, 35, 147, 50, 40, Slow, Dragon, , 72, 85, 70, 65, 70, 58
635, Hydreigon, , Brutal, Dark, Dragon, Levitate, , , 1.8, 160, 45, 35, 270, 50, 40, Slow, Dragon, , 92, 105, 90, 125, 90, 98
636, Larvesta, , Torch, Bug, Fire, Flame Body, , Swarm, 1.1, 28.8, 45, 70, 72, 50, 40, Slow, Bug, , 55, 85, 55, 50, 55, 60
637, Volcarona, , Sun, Bug, Fire, Flame Body, , Swarm, 1.6, 46, 15, 70, 248, 50, 40, Slow, Bug, , 85, 60, 65, 135, 105, 100
638, Cobalion, , Iron Will, Steel, Fighting, Justified, , , 2.1, 250, 3, 35, 261, , 80, Slow, Undiscovered, , 91, 90, 129, 90, 72, 108
639, Terrakion, , Cavern, Rock, Fighting, Justified, , , 1.9, 260, 3, 35, 261, , 80, Slow, Undiscovered, , 91, 129, 90, 72, 90, 108
640, Virizion, , Grassland, Grass, Fighting, Justified, , , 2, 200, 3, 35, 261, , 80, Slow, Undiscovered, , 91, 90, 72, 90, 129, 108
641, Tornadus Incarnate Forme, , Cyclone, Flying, , Prankster, , Defiant, 1.5, 63, 3, 90, 261, 100, 120, Slow, Undiscovered, , 79, 115, 70, 125, 80, 111
641, Tornadus Therian Forme, t, Cyclone, Flying, , Regenerator, , , 1.4, 63, 3, 90, 261, 100, 120, Slow, Undiscovered, , 79, 100, 80, 110, 90, 121
642, Thundurus Incarnate Forme, , Bolt Strike, Electric, Flying, Prankster, , Defiant, 1.5, 61, 3, 90, 261, 100, 120, Slow, Undiscovered, , 79, 115, 70, 125, 80, 111
642, Thundurus Therian Forme, t, Bolt Strike, Electric, Flying, Volt Absorb, , , 3, 61, 3, 90, 261, 100, 120, Slow, Undiscovered, , 79, 105, 70, 145, 80, 101
643, Reshiram, , Vast White, Dragon, Fire, Turboblaze, , , 3.2, 330, 3, 0, 306, , 120, Slow, Undiscovered, , 100, 120, 100, 150, 120, 90
644, Zekrom, , Deep Black, Dragon, Electric, Teravolt, , , 2.9, 345, 3, 0, 306, , 120, Slow, Undiscovered, , 100, 150, 120, 120, 100, 90
645, Landorus Incarnate Forme, , Abundance, Ground, Flying, Sand Force, , Sheer Force, 1.5, 68, 3, 90, 270, 100, 120, Slow, Undiscovered, , 89, 125, 90, 115, 80, 101
645, Landorus Therian Forme, t, Abundance, Ground, Flying, Intimidate, , , 1.3, 68, 3, 90, 270, 100, 120, Slow, Undiscovered, , 89, 145, 90, 105, 80, 91
646, Kyurem, , Boundary, Dragon, Ice, Pressure, , , 3, 325, 3, 0, 297, , 120, Slow, Undiscovered, , 125, 130, 90, 130, 90, 95
646, Black Kyurem, b, Boundary, Dragon, Ice, Teravolt, , , 3.3, 325, 3, 0, 315, , 120, Slow, Undiscovered, , 125, 170, 100, 120, 90, 95
646, White Kyurem, w, Boundary, Dragon, Ice, Turboblaze, , , 3.6, 325, 3, 0, 315, , 120, Slow, Undiscovered, , 125, 120, 90, 170, 100, 95
647, Keldeo Ordinary Forme, , Colt, Water, Fighting, Justified, , , 1.4, 48.5, 3, 35, 261, , 80, Slow, Undiscovered, , 91, 72, 90, 129, 90, 108
647, Keldeo Resolute Forme, r, Colt, Water, Fighting, Justified, , , 1.4, 48.5, 3, 35, 261, , 80, Slow, Undiscovered, , 91, 72, 90, 129, 90, 108
648, Meloetta Aria Forme, , Melody, Normal, Psychic, Serene Grace, , , 0.6, 6.5, 3, 100, 270, , 120, Slow, Undiscovered, , 100, 77, 77, 128, 128, 90
648, Meloetta Pirouette Forme, p, Melody, Normal, Fighting, Serene Grace, , , 0.6, 6.5, 3, 100, 270, , 120, Slow, Undiscovered, , 100, 128, 90, 77, 77, 128
649, Genesect, ~f~i~w~e, Paleozoic, Bug, Steel, Download, , , 1.5, 82.5, 3, 0, 270, , 120, Slow, Undiscovered, , 71, 120, 95, 120, 95, 99
650, Chespin, , Spiny Nut, Grass, , Overgrow, , Bulletproof, 0.4, 9, 45, 70, 63, 87.5, 20, Medium Slow, Field, , 56, 61, 65, 48, 45, 38
651, Quilladin, , Spiny Armor, Grass, , Overgrow, , Bulletproof, 0.7, 29, 45, 70, 142, 87.5, 20, Medium Slow, Field, , 61, 78, 95, 56, 58, 57
652, Chesnaught, , Spiny Armor, Grass, Fighting, Overgrow, , Bulletproof, 1.6, 90, 45, 70, 239, 87.5, 20, Medium Slow, Field, , 88, 107, 122, 74, 75, 64
653, Fennekin, , Fox, Fire, , Blaze, , Magician, 0.4, 9.4, 45, 70, 61, 87.5, 20, Medium Slow, Field, , 40, 45, 40, 62, 60, 60
654, Braixen, , Fox, Fire, , Blaze, , Magician, 1, 14.5, 45, 70, 143, 87.5, 20, Medium Slow, Field, , 59, 59, 58, 90, 70, 73
655, Delphox, , Fox, Fire, Psychic, Blaze, , Magician, 1.5, 39, 45, 70, 240, 87.5, 20, Medium Slow, Field, , 75, 69, 72, 114, 100, 104
656, Froakie, , Bubble Frog, Water, , Torrent, , Protean, 0.3, 7, 45, 70, 63, 87.5, 20, Medium Slow, Water 1, , 41, 56, 40, 62, 44, 71
657, Frogadier, , Bubble Frog, Water, , Torrent, , Protean, 0.6, 10.9, 45, 70, 142, 87.5, 20, Medium Slow, Water 1, , 54, 63, 52, 83, 56, 97
658, Greninja, , Ninja, Water, Dark, Torrent, , Protean, 1.5, 40, 45, 70, 239, 87.5, 20, Medium Slow, Water 1, , 72, 95, 67, 103, 71, 122
658, Ash-Greninja, a, Ninja, Water, Dark, Battle Bond, , , 1.5, 40, 45, 70, 288, 100, 20, Medium Slow, Undiscovered, , 72, 145, 67, 153, 71, 132
659, Bunnelby, , Digging, Normal, , Pickup, Cheek Pouch, Huge Power, 0.4, 5, 255, 70, 47, 50, 15, Medium Fast, Field, , 38, 36, 38, 32, 36, 57
660, Diggersby, , Digging, Normal, Ground, Pickup, Cheek Pouch, Huge Power, 1, 42.4, 127, 70, 148, 50, 15, Medium Fast, Field, , 85, 56, 77, 50, 77, 78
661, Fletchling, , Tiny Robin, Normal, Flying, Big Pecks, , Gale Wings, 0.3, 1.7, 255, 70, 56, 50, 15, Medium Slow, Flying, , 45, 50, 43, 40, 38, 62
662, Fletchinder, , Ember, Fire, Flying, Flame Body, , Gale Wings, 0.7, 16, 120, 70, 134, 50, 15, Medium Slow, Flying, , 62, 73, 55, 56, 52, 84
663, Talonflame, , Scorching, Fire, Flying, Flame Body, , Gale Wings, 1.2, 24.5, 45, 70, 175, 50, 15, Medium Slow, Flying, , 78, 81, 71, 74, 69, 126
664, Scatterbug, , Scatterdust, Bug, , Shield Dust, Compound Eyes, Friend Guard, 0.3, 2.5, 255, 70, 40, 50, 15, Medium Fast, Bug, , 38, 35, 40, 27, 25, 35
665, Spewpa, , Scatterdust, Bug, , Shed Skin, , Friend Guard, 0.3, 8.4, 120, 70, 75, 50, 15, Medium Fast, Bug, , 45, 22, 60, 27, 30, 29
666, Vivillon, ~p~t~c~g~e~i~mo~ma~a~h~s~r~mon~sa~su~o~j~f~pb, Scale, Bug, Flying, Shield Dust, Compound Eyes, Friend Guard, 1.2, 17, 45, 70, 185, 50, 15, Medium Fast, Bug, , 80, 52, 50, 90, 50, 89
667, Litleo, , Lion Cub, Fire, Normal, Rivalry, Unnerve, Moxie, 0.6, 13.5, 220, 70, 74, 25, 20, Medium Slow, Field, , 62, 50, 58, 73, 54, 72
668, Pyroar, , Royal, Fire, Normal, Rivalry, Unnerve, Moxie, 1.5, 81.5, 65, 70, 177, 25, 20, Medium Slow, Field, , 86, 68, 72, 109, 66, 106
669, Flabébé, ~b~o~w~y, Single Bloom, Fairy, , Flower Veil, , Symbiosis, 0.1, 0.1, 225, 70, 61, 0, 20, Medium Fast, Fairy, , 44, 38, 39, 61, 79, 42
670, Floette, ~b~o~w~y, Single Bloom, Fairy, , Flower Veil, , Symbiosis, 0.2, 0.9, 120, 70, 130, 0, 20, Medium Fast, Fairy, , 54, 45, 47, 75, 98, 52
671, Florges, ~b~o~w~y, Garden, Fairy, , Flower Veil, , Symbiosis, 1.1, 10, 45, 70, 248, 0, 20, Medium Fast, Fairy, , 78, 65, 68, 112, 154, 75
672, Skiddo, , Mount, Grass, , Sap Sipper, , Grass Pelt, 0.9, 31, 200, 70, 70, 50, 20, Medium Fast, Field, , 66, 65, 48, 62, 57, 52
673, Gogoat, , Mount, Grass, , Sap Sipper, , Grass Pelt, 1.7, 91, 45, 70, 186, 50, 20, Medium Fast, Field, , 123, 100, 62, 97, 81, 68
674, Pancham, , Playful, Fighting, , Iron Fist, Mold Breaker, Scrappy, 0.6, 8, 220, 70, 70, 50, 25, Medium Fast, Field, Human-Like, 67, 82, 62, 46, 48, 43
675, Pangoro, , Daunting, Fighting, Dark, Iron Fist, Mold Breaker, Scrappy, 2.1, 136, 65, 70, 173, 50, 25, Medium Fast, Field, Human-Like, 95, 124, 78, 69, 71, 58
676, Furfrou, ~h~s~d~de~m~da~l~k~p, Poodle, Normal, , Fur Coat, , , 1.2, 28, 160, 70, 165, 50, 20, Medium Fast, Field, , 75, 80, 60, 65, 90, 102
677, Espurr, , Restraint, Psychic, , Keen Eye, Infiltrator, Own Tempo, 0.3, 3.5, 190, 70, 71, 50, 20, Medium Fast, Field, , 62, 48, 54, 63, 60, 68
678, Meowstic Male, , Constraint, Psychic, , Keen Eye, Infiltrator, Prankster, 0.6, 8.5, 75, 70, 163, 50, 20, Medium Fast, Field, , 74, 48, 76, 83, 81, 104
678, Meowstic Female, f, Constraint, Psychic, , Keen Eye, Infiltrator, Competitive, 0.6, 8.5, 75, 70, 163, 50, 20, Medium Fast, Field, , 74, 48, 76, 83, 81, 104
679, Honedge, , Sword, Steel, Ghost, No Guard, , , 0.8, 2, 180, 70, 65, 50, 20, Medium Fast, Mineral, , 45, 80, 100, 35, 37, 28
680, Doublade, , Sword, Steel, Ghost, No Guard, , , 0.8, 4.5, 90, 70, 157, 50, 20, Medium Fast, Mineral, , 59, 110, 150, 45, 49, 35
681, Aegislash Shield Forme, , Royal Sword, Steel, Ghost, Stance Change, , , 1.7, 53, 45, 70, 234, 50, 20, Medium Fast, Mineral, , 60, 50, 150, 50, 150, 60
681, Aegislash Blade Forme, b, Royal Sword, Steel, Ghost, Stance Change, , , 1.7, 53, 45, 70, 234, 50, 20, Medium Fast, Mineral, , 60, 150, 50, 150, 50, 60
682, Spritzee, , Perfume, Fairy, , Healer, , Aroma Veil, 0.2, 0.5, 200, 70, 68, 50, 20, Medium Fast, Fairy, , 78, 52, 60, 63, 65, 23
683, Aromatisse, , Fragrance, Fairy, , Healer, , Aroma Veil, 0.8, 15.5, 140, 70, 162, 50, 20, Medium Fast, Fairy, , 101, 72, 72, 99, 89, 29
684, Swirlix, , Cotton Candy, Fairy, , Sweet Veil, , Unburden, 0.4, 3.5, 200, 70, 68, 50, 20, Medium Fast, Fairy, , 62, 48, 66, 59, 57, 49
685, Slurpuff, , Meringue, Fairy, , Sweet Veil, , Unburden, 0.8, 5, 140, 70, 168, 50, 20, Medium Fast, Fairy, , 82, 80, 86, 85, 75, 72
686, Inkay, , Revolving, Dark, Psychic, Contrary, Suction Cups, Infiltrator, 0.4, 3.5, 190, 70, 58, 50, 20, Medium Fast, Water 1, Water 2, 53, 54, 53, 37, 46, 45
687, Malamar, , Overturning, Dark, Psychic, Contrary, Suction Cups, Infiltrator, 1.5, 47, 80, 70, 169, 50, 20, Medium Fast, Water 1, Water 2, 86, 92, 88, 68, 75, 73
688, Binacle, , Two-Handed, Rock, Water, Sniper, Tough Claws, Pickpocket, 0.5, 31, 120, 70, 61, 50, 20, Medium Fast, Water 3, , 42, 52, 67, 39, 56, 50
689, Barbaracle, , Collective, Rock, Water, Sniper, Tough Claws, Pickpocket, 1.3, 96, 45, 70, 175, 50, 20, Medium Fast, Water 3, , 72, 105, 115, 54, 86, 68
690, Skrelp, , Mock Kelp, Poison, Water, Poison Point, Poison Touch, Adaptability, 0.5, 7.3, 225, 70, 64, 50, 20, Medium Fast, Dragon, Water 1, 50, 60, 60, 60, 60, 30
691, Dragalge, , Mock Kelp, Poison, Dragon, Poison Point, Poison Touch, Adaptability, 1.8, 81.5, 55, 70, 173, 50, 20, Medium Fast, Dragon, Water 1, 65, 75, 90, 97, 123, 44
692, Clauncher, , Water Gun, Water, , Mega Launcher, , , 0.5, 8.3, 225, 70, 66, 50, 15, Slow, Water 1, Water 3, 50, 53, 62, 58, 63, 44
693, Clawitzer, , Howitzer, Water, , Mega Launcher, , , 1.3, 35.3, 55, 70, 100, 50, 15, Slow, Water 1, Water 3, 71, 73, 88, 120, 89, 59
694, Helioptile, , Generator, Electric, Normal, Dry Skin, Sand Veil, Solar Power, 0.5, 6, 190, 70, 58, 50, 20, Medium Fast, Dragon, Monster, 44, 38, 33, 61, 43, 70
695, Heliolisk, , Generator, Electric, Normal, Dry Skin, Sand Veil, Solar Power, 1, 21, 75, 70, 168, 50, 20, Medium Fast, Dragon, Monster, 62, 55, 52, 109, 94, 109
696, Tyrunt, , Royal Heir, Rock, Dragon, Strong Jaw, , Sturdy, 0.8, 26, 45, 70, 72, 87.5, 30, Medium Fast, Dragon, Monster, 58, 89, 77, 45, 45, 48
697, Tyrantrum, , Despot, Rock, Dragon, Strong Jaw, , Rock Head, 2.5, 270, 45, 70, 182, 87.5, 30, Medium Fast, Dragon, Monster, 82, 121, 119, 69, 59, 71
698, Amaura, , Tundra, Rock, Ice, Refrigerate, , Snow Warning, 1.3, 25.2, 45, 70, 72, 87.5, 30, Medium Fast, Monster, , 77, 59, 50, 67, 63, 46
699, Aurorus, , Tundra, Rock, Ice, Refrigerate, , Snow Warning, 2.7, 225, 45, 70, 104, 87.5, 30, Medium Fast, Monster, , 123, 77, 72, 99, 92, 58
700, Sylveon, , Intertwining, Fairy, , Cute Charm, , Pixilate, 1, 23.5, 45, 70, 184, 87.5, 35, Medium Fast, Field, , 95, 65, 65, 110, 130, 60
701, Hawlucha, , Wrestling, Fighting, Flying, Limber, Unburden, Mold Breaker, 0.8, 21.5, 100, 70, 175, 50, 20, Medium Fast, Flying, Human-Like, 78, 92, 75, 74, 63, 118
702, Dedenne, , Antenna, Electric, Fairy, Cheek Pouch, Pickup, Plus, 0.2, 2.2, 180, 70, 151, 50, 20, Medium Fast, Fairy, Field, 67, 58, 57, 81, 67, 101
703, Carbink, , Jewel, Rock, Fairy, Clear Body, , Sturdy, 0.3, 5.7, 60, 70, 100, , 25, Slow, Fairy, Mineral, 50, 50, 150, 50, 150, 50
704, Goomy, , Soft Tissue, Dragon, , Sap Sipper, Hydration, Gooey, 0.3, 2.8, 45, 35, 60, 50, 40, Slow, Dragon, , 45, 50, 35, 55, 75, 40
705, Sliggoo, , Soft Tissue, Dragon, , Sap Sipper, Hydration, Gooey, 0.8, 17.5, 45, 35, 158, 50, 40, Slow, Dragon, , 68, 75, 53, 83, 113, 60
705, Hisuian Sliggoo, h, Snail, Steel, Dragon, Sap Sipper, Shell Armor, Gooey, 0.7, 68.5, 45, 35, 158, 50, 40, Slow, Dragon, , 58, 75, 83, 83, 113, 40
706, Goodra, , Dragon, Dragon, , Sap Sipper, Hydration, Gooey, 2, 150.5, 45, 35, 270, 50, 40, Slow, Dragon, , 90, 100, 70, 110, 150, 80
706, Hisuian Goodra, h, Shell Bunker, Steel, Dragon, Sap Sipper, Shell Armor, Gooey, 1.7, 334.1, 45, 35, 270, 50, 40, Slow, Dragon, , 80, 100, 100, 110, 150, 60
707, Klefki, , Key Ring, Steel, Fairy, Prankster, , Magician, 0.2, 3, 75, 70, 165, 50, 20, Fast, Mineral, , 57, 80, 91, 80, 87, 75
708, Phantump, , Stump, Ghost, Grass, Natural Cure, Frisk, Harvest, 0.4, 7, 120, 70, 62, 50, 20, Medium Fast, Amorphous, Grass, 43, 70, 48, 50, 60, 38
709, Trevenant, , Elder Tree, Ghost, Grass, Natural Cure, Frisk, Harvest, 1.5, 71, 60, 70, 166, 50, 20, Medium Fast, Amorphous, Grass, 85, 110, 76, 65, 82, 56
710, Pumpkaboo Average Size, , Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.4, 5, 120, 70, 67, 50, 20, Medium Fast, Amorphous, , 49, 66, 70, 44, 55, 51
710, Pumpkaboo Small Size, s, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.3, 3.5, 120, 70, 67, 50, 20, Medium Fast, Amorphous, , 44, 66, 70, 44, 55, 56
710, Pumpkaboo Large Size, l, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.5, 7.5, 120, 70, 67, 50, 20, Medium Fast, Amorphous, , 54, 66, 70, 44, 55, 46
710, Pumpkaboo Super Size, h, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.8, 15, 120, 70, 67, 50, 20, Medium Fast, Amorphous, , 59, 66, 70, 44, 55, 41
711, Gourgeist Average Size, , Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.9, 12.5, 60, 70, 173, 50, 20, Medium Fast, Amorphous, , 65, 90, 122, 58, 75, 84
711, Gourgeist Small Size, s, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 0.7, 9.5, 60, 70, 173, 50, 20, Medium Fast, Amorphous, , 55, 85, 122, 58, 75, 99
711, Gourgeist Large Size, l, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 1.1, 14, 60, 70, 173, 50, 20, Medium Fast, Amorphous, , 75, 95, 122, 58, 75, 69
711, Gourgeist Super Size, h, Pumpkin, Ghost, Grass, Pickup, Frisk, Insomnia, 1.7, 39, 60, 70, 173, 50, 20, Medium Fast, Amorphous, , 85, 100, 122, 58, 75, 54
712, Bergmite, , Ice Chunk, Ice, , Own Tempo, Ice Body, Sturdy, 1, 99.5, 190, 70, 61, 50, 20, Medium Fast, Mineral, Monster, 55, 69, 85, 32, 35, 28
713, Avalugg, , Iceberg, Ice, , Own Tempo, Ice Body, Sturdy, 2, 505, 55, 70, 180, 50, 20, Medium Fast, Mineral, Monster, 95, 117, 184, 44, 46, 28
714, Noibat, , Sound Wave, Flying, Dragon, Frisk, Infiltrator, Telepathy, 0.5, 8, 190, 70, 49, 50, 20, Medium Fast, Dragon, Flying, 40, 30, 35, 45, 40, 55
715, Noivern, , Sound Wave, Flying, Dragon, Frisk, Infiltrator, Telepathy, 1.5, 85, 45, 70, 187, 50, 20, Medium Fast, Dragon, Flying, 85, 70, 80, 97, 80, 123
716, Xerneas, ~a, Life, Fairy, , Fairy Aura, , , 3, 215, 45, 0, 306, , 120, Slow, Undiscovered, , 126, 131, 95, 131, 98, 99
717, Yveltal, , Destruction, Dark, Flying, Dark Aura, , , 5.8, 203, 45, 0, 306, , 120, Slow, Undiscovered, , 126, 131, 95, 131, 98, 99
718, Zygarde 10% Forme, 10, Order, Dragon, Ground, Aura Break, Power Construct, , 1.2, 33.5, 3, 0, 219, , 120, Slow, Undiscovered, , 54, 100, 71, 61, 85, 115
718, Zygarde 50% Forme, , Order, Dragon, Ground, Aura Break, Power Construct, , 5, 305, 3, 0, 270, , 120, Slow, Undiscovered, , 108, 100, 121, 81, 95, 95
718, Zygarde Complete Forme, c, Order, Dragon, Ground, Power Construct, , , 4.5, 610, 3, 0, 319, , 120, Slow, Undiscovered, , 216, 100, 121, 91, 95, 85
719, Diancie, , Jewel, Rock, Fairy, Clear Body, , , 0.7, 8.8, 3, 70, 270, , 25, Slow, Undiscovered, , 50, 100, 150, 100, 150, 50
719, Mega Diancie, m, Jewel, Rock, Fairy, Magic Bounce, , , 1.1, 27.8, 3, 70, 315, , 25, Slow, Undiscovered, , 50, 160, 110, 160, 110, 110
720, Hoopa Hoopa Confined, , Mischief, Psychic, Ghost, Magician, , , 0.5, 9, 3, 100, 270, , 120, Slow, Undiscovered, , 80, 110, 60, 150, 130, 70
720, Hoopa Hoopa Unbound, u, Djinn, Psychic, Dark, Magician, , , 6.5, 490, 3, 100, 306, , 120, Slow, Undiscovered, , 80, 160, 60, 170, 130, 80
721, Volcanion, , Steam, Fire, Water, Water Absorb, , , 1.7, 195, 3, 100, 270, , 120, Slow, Undiscovered, , 80, 110, 120, 130, 90, 70
722, Rowlet, , Grass Quill, Grass, Flying, Overgrow, , Long Reach, 0.3, 1.5, 45, 70, 64, 87.5, 15, Medium Slow, Flying, , 68, 55, 55, 50, 50, 42
723, Dartrix, , Blade Quill, Grass, Flying, Overgrow, , Long Reach, 0.7, 16, 45, 70, 147, 87.5, 15, Medium Slow, Flying, , 78, 75, 75, 70, 70, 52
724, Decidueye, , Arrow Quill, Grass, Ghost, Overgrow, , Long Reach, 1.6, 36.6, 45, 70, 239, 87.5, 15, Medium Slow, Flying, , 78, 107, 75, 100, 100, 70
724, Hisuian Decidueye, h, Arrow Quill, Grass, Fighting, Overgrow, , Scrappy, 1.6, 37, 45, 70, 239, 87.5, 15, Medium Slow, Flying, , 88, 112, 80, 95, 95, 60
725, Litten, , Fire Cat, Fire, , Blaze, , Intimidate, 0.4, 4.3, 45, 70, 64, 87.5, 15, Medium Slow, Field, , 45, 65, 40, 60, 40, 70
726, Torracat, , Fire Cat, Fire, , Blaze, , Intimidate, 0.7, 25, 45, 70, 147, 87.5, 15, Medium Slow, Field, , 65, 85, 50, 80, 50, 90
727, Incineroar, , Heel, Fire, Dark, Blaze, , Intimidate, 1.8, 83, 45, 70, 239, 87.5, 15, Medium Slow, Field, , 95, 115, 90, 80, 90, 60
728, Popplio, , Sea Lion, Water, , Torrent, , Liquid Voice, 0.4, 7.5, 45, 70, 64, 87.5, 15, Medium Slow, Field, Water 1, 50, 54, 54, 66, 56, 40
729, Brionne, , Pop Star, Water, , Torrent, , Liquid Voice, 0.6, 17.5, 45, 70, 147, 87.5, 15, Medium Slow, Field, Water 1, 60, 69, 69, 91, 81, 50
730, Primarina, , Soloist, Water, Fairy, Torrent, , Liquid Voice, 1.8, 44, 45, 70, 239, 87.5, 15, Medium Slow, Field, Water 1, 80, 74, 74, 126, 116, 60
731, Pikipek, , Woodpecker, Normal, Flying, Keen Eye, Skill Link, Pickup, 0.3, 1.2, 255, 70, 53, 50, 15, Medium Fast, Flying, , 35, 75, 30, 30, 30, 65
732, Trumbeak, , Bugle Beak, Normal, Flying, Keen Eye, Skill Link, Pickup, 0.6, 14.8, 120, 70, 124, 50, 15, Medium Fast, Flying, , 55, 85, 50, 40, 50, 75
733, Toucannon, , Cannon, Normal, Flying, Keen Eye, Skill Link, Sheer Force, 1.1, 26, 45, 70, 218, 50, 15, Medium Fast, Flying, , 80, 120, 75, 75, 75, 60
734, Yungoos, , Loitering, Normal, , Strong Jaw, Stakeout, Adaptability, 0.4, 6, 255, 70, 51, 50, 15, Medium Fast, Field, , 48, 70, 30, 30, 30, 45
735, Gumshoos, , Stakeout, Normal, , Strong Jaw, Stakeout, Adaptability, 0.7, 14.2, 127, 70, 146, 50, 15, Medium Fast, Field, , 88, 110, 60, 55, 60, 45
736, Grubbin, , Larva, Bug, , Swarm, , , 0.4, 4.4, 255, 70, 60, 50, 15, Medium Fast, Bug, , 47, 62, 45, 55, 45, 46
737, Charjabug, , Battery, Bug, Electric, Battery, , , 0.5, 10.5, 120, 70, 140, 50, 15, Medium Fast, Bug, , 57, 82, 95, 55, 75, 36
738, Vikavolt, , Stag Beetle, Bug, Electric, Levitate, , , 1.5, 45, 45, 70, 225, 50, 15, Medium Fast, Bug, , 77, 70, 90, 145, 75, 43
739, Crabrawler, , Boxing, Fighting, , Hyper Cutter, Iron Fist, Anger Point, 0.6, 7, 225, 70, 68, 50, 20, Medium Fast, Water 3, , 47, 82, 57, 42, 47, 63
740, Crabominable, , Woolly Crab, Fighting, Ice, Hyper Cutter, Iron Fist, Anger Point, 1.7, 180, 60, 70, 167, 50, 20, Medium Fast, Water 3, , 97, 132, 77, 62, 67, 43
741, Oricorio Baile Style, , Dancing, Fire, Flying, Dancer, , , 0.6, 3.4, 45, 70, 167, 25, 20, Medium Fast, Flying, , 75, 70, 70, 98, 70, 93
741, Oricorio Pom-Pom Style, p, Dancing, Electric, Flying, Dancer, , , 0.6, 3.4, 45, 70, 167, 25, 20, Medium Fast, Flying, , 75, 70, 70, 98, 70, 93
741, Oricorio Pa'u Style, pau, Dancing, Psychic, Flying, Dancer, , , 0.6, 3.4, 45, 70, 167, 25, 20, Medium Fast, Flying, , 75, 70, 70, 98, 70, 93
741, Oricorio Sensu Style, s, Dancing, Ghost, Flying, Dancer, , , 0.6, 3.4, 45, 70, 167, 25, 20, Medium Fast, Flying, , 75, 70, 70, 98, 70, 93
742, Cutiefly, , Bee Fly, Bug, Fairy, Honey Gather, Shield Dust, Sweet Veil, 0.1, 0.2, 190, 70, 61, 50, 20, Medium Fast, Bug, Fairy, 40, 45, 40, 55, 40, 84
743, Ribombee, , Bee Fly, Bug, Fairy, Honey Gather, Shield Dust, Sweet Veil, 0.2, 0.5, 75, 70, 162, 50, 20, Medium Fast, Bug, Fairy, 60, 55, 60, 95, 70, 124
744, Rockruff, , Puppy, Rock, , Keen Eye, Vital Spirit, Steadfast, 0.5, 9.2, 190, 70, 56, 50, 15, Medium Fast, Field, , 45, 65, 40, 30, 40, 60
744, Own Tempo Rockruff, , Puppy, Rock, , Own Tempo, , , 0.5, 9.2, 190, 70, 56, 50, 15, Medium Fast, Field, , 45, 65, 40, 30, 40, 60
745, Lycanroc Midday Form, , Wolf, Rock, , Keen Eye, Sand Rush, Steadfast, 0.8, 25, 90, 70, 170, 50, 15, Medium Fast, Field, , 75, 115, 65, 55, 65, 112
745, Lycanroc Midnight Form, m, Wolf, Rock, , Keen Eye, Vital Spirit, No Guard, 1.1, 25, 90, 70, 170, 50, 15, Medium Fast, Field, , 85, 115, 75, 55, 75, 82
745, Lycanroc Dusk Form, d, Wolf, Rock, , Tough Claws, , , 0.8, 25, 90, 70, 170, 50, 15, Medium Fast, Field, , 75, 117, 65, 55, 65, 110
746, Wishiwashi Solo Form, , Small Fry, Water, , Schooling, , , 0.2, 0.3, 60, 70, 61, 50, 15, Fast, Water 2, , 45, 20, 20, 25, 25, 40
746, Wishiwashi School Form, s, Small Fry, Water, , Schooling, , , 8.2, 78.6, 60, 70, 217, 50, 15, Fast, Water 2, , 45, 140, 130, 140, 135, 30
